A_x [g],A_y [g],A_z [g],G_x [mdps],G_y [mdps],G_z [mdps]
-0.246074,-1.347734,2.492338,-700.000000,280.000000,0.000000
-0.270840,-1.319430,2.523936,-560.000000,420.000000,0.000000
-0.290116,-1.290272,2.554924,-420.000000,420.000000,140.000000
-0.313662,-1.256844,2.584082,-280.000000,280.000000,140.000000
-0.328180,-1.217438,2.624342,-420.000000,140.000000,-140.000000
-0.335378,-1.181204,2.646180,-560.000000,0.000000,-420.000000
-0.333670,-1.140700,2.668994,-840.000000,140.000000,-420.000000
-0.299510,-1.113982,2.694370,-980.000000,280.000000,-140.000000
-0.316224,-1.046760,2.701690,-840.000000,560.000000,0.000000
-0.314394,-0.988322,2.704374,-700.000000,700.000000,-140.000000
-0.308538,-0.926590,2.738290,-560.000000,700.000000,-140.000000
-0.292922,-0.871568,2.786968,-420.000000,420.000000,-140.000000
-0.335988,-0.798246,2.826008,-420.000000,280.000000,-140.000000
-0.350262,-0.751886,2.897134,-280.000000,280.000000,0.000000
-0.382348,-0.731634,2.982534,-280.000000,280.000000,0.000000
-0.419314,-0.750056,3.092822,-420.000000,280.000000,-140.000000
-0.479948,-0.795562,3.178466,-700.000000,280.000000,-140.000000
-0.565592,-0.878400,3.240564,-840.000000,420.000000,-140.000000
-0.667828,-0.989908,3.254228,-1120.000000,560.000000,0.000000
-0.730780,-1.124474,3.204574,-1120.000000,560.000000,0.000000
-0.714554,-1.243424,3.219092,-980.000000,420.000000,-140.000000
-0.627446,-1.316990,3.272528,-840.000000,420.000000,-140.000000
-0.493612,-1.323578,3.551908,-700.000000,420.000000,0.000000
-0.395280,-1.286734,3.416488,-560.000000,700.000000,140.000000
-0.164212,-1.371402,2.516860,-560.000000,840.000000,140.000000
-0.036112,-1.342366,2.433534,-560.000000,840.000000,0.000000
-0.024034,-1.273680,2.265174,-700.000000,560.000000,-140.000000
-0.047824,-1.211216,2.170990,-980.000000,420.000000,0.000000
-0.066124,-1.163636,2.045452,-980.000000,280.000000,0.000000
-0.083936,-1.113250,1.929186,-840.000000,280.000000,280.000000
-0.122854,-1.052738,1.850496,-700.000000,140.000000,280.000000
-0.174216,-1.002840,1.796694,-700.000000,140.000000,140.000000
-0.221674,-0.954650,1.745942,-560.000000,280.000000,140.000000
-0.262422,-0.910120,1.709708,-560.000000,420.000000,0.000000
-0.292556,-0.869128,1.702266,-420.000000,560.000000,0.000000
-0.306830,-0.831552,1.722152,-560.000000,560.000000,0.000000
-0.308660,-0.801418,1.733010,-840.000000,420.000000,-140.000000
-0.308416,-0.778116,1.734962,-1120.000000,280.000000,-140.000000
-0.315980,-0.759206,1.720810,-1400.000000,280.000000,0.000000
-0.332572,-0.737612,1.696654,-1260.000000,280.000000,140.000000
-0.354044,-0.712114,1.671644,-1120.000000,140.000000,140.000000
-0.375394,-0.686006,1.643340,-980.000000,140.000000,0.000000
-0.403210,-0.664412,1.610278,-980.000000,0.000000,0.000000
-0.429318,-0.648430,1.567700,-980.000000,0.000000,140.000000
-0.461770,-0.629642,1.526952,-840.000000,280.000000,140.000000
-0.507398,-0.608170,1.480836,-700.000000,420.000000,0.000000
-0.563396,-0.585112,1.428498,-560.000000,280.000000,-280.000000
-0.627324,-0.562664,1.382992,-560.000000,0.000000,-280.000000
-0.691618,-0.540216,1.346514,-700.000000,0.000000,-280.000000
-0.769332,-0.509594,1.314306,-840.000000,420.000000,-280.000000
-0.847412,-0.474702,1.288198,-700.000000,700.000000,-140.000000
-0.917196,-0.434686,1.261480,-560.000000,560.000000,-140.000000
-0.968070,-0.394914,1.231834,-560.000000,280.000000,0.000000
-0.986248,-0.371856,1.206336,-560.000000,0.000000,140.000000
-0.988566,-0.358802,1.179496,-560.000000,0.000000,0.000000
-0.987346,-0.355874,1.148874,-700.000000,140.000000,-280.000000
-0.994178,-0.351116,1.104466,-700.000000,280.000000,-420.000000
-1.008574,-0.341722,1.057984,-700.000000,140.000000,-280.000000
-1.033828,-0.330986,1.007598,-700.000000,-140.000000,0.000000
-1.050664,-0.321714,0.943426,-700.000000,-280.000000,0.000000
-1.057374,-0.312808,0.868396,-700.000000,-140.000000,0.000000
-1.055300,-0.303658,0.795928,-560.000000,0.000000,0.000000
-1.047736,-0.280844,0.724680,-420.000000,280.000000,-140.000000
-1.050786,-0.242292,0.645624,-420.000000,420.000000,-140.000000
-1.053592,-0.196786,0.575352,-280.000000,420.000000,-140.000000
-1.056520,-0.148108,0.503128,-280.000000,280.000000,0.000000
-1.050176,-0.112850,0.436882,-280.000000,0.000000,0.000000
-1.028338,-0.096502,0.371002,-420.000000,-140.000000,0.000000
-1.003694,-0.093818,0.304634,-420.000000,-140.000000,0.000000
