A_x [g],A_y [g],A_z [g],G_x [mdps],G_y [mdps],G_z [mdps]
0.554368,-0.067344,0.631472,,,
0.549976,-0.062952,0.630984,,,
0.553392,-0.062464,0.628056,,,
0.551440,-0.062464,0.624152,,,
0.542656,-0.062952,0.620248,,,
0.547048,-0.060024,0.616832,,,
0.549000,-0.057096,0.615856,,,
0.542656,-0.061488,0.608048,,,
0.540216,-0.061976,0.606096,,,
0.537288,-0.059536,0.603168,,,
0.538264,-0.059048,0.598288,,,
0.533384,-0.062464,0.589504,,,
0.528992,-0.065392,0.588528,,,
0.527528,-0.062464,0.587552,,,
0.519720,-0.062952,0.582672,,,
0.510448,-0.063928,0.581208,,,
0.507520,-0.064416,0.574864,,,
0.507520,-0.064904,0.570472,,,
0.502640,-0.065392,0.568032,,,
0.499224,-0.065392,0.566568,,,
0.496296,-0.062464,0.562664,,,
0.490440,-0.064904,0.561200,,,
0.491904,-0.063440,0.559736,,,
0.493368,-0.060512,0.562176,,,
0.489464,-0.059536,0.562664,,,
0.495808,-0.061488,0.564616,,,
0.501664,-0.061976,0.569984,,,
0.504592,-0.052216,0.567544,,,
0.504592,-0.054168,0.574864,,,
0.505080,-0.048800,0.585600,,,
0.506056,-0.046360,0.581208,,,
0.507520,-0.046360,0.584624,,,
0.508984,-0.043920,0.590968,,,
0.503616,-0.054168,0.590480,,,
0.502640,-0.052704,0.598288,,,
0.503616,-0.051728,0.600728,,,
0.507032,-0.054168,0.602680,,,
0.503616,-0.053192,0.600728,,,
0.501664,-0.049776,0.597312,,,
0.507520,-0.050264,0.596824,,,
0.502152,-0.056608,0.597312,,,
0.491904,-0.051240,0.594384,,,
0.493856,-0.043432,0.583160,,,
0.489952,-0.048312,0.579256,,,
0.482144,-0.046848,0.571448,,,
0.485072,-0.044896,0.566080,,,
0.487024,-0.043920,0.569496,,,
0.483608,-0.040992,0.558760,,,
0.476776,-0.042456,0.555344,,,
0.476288,-0.034160,0.554368,,,
0.469944,-0.034160,0.548512,,,
0.463112,-0.034160,0.536800,,,
0.465552,-0.027816,0.529480,,,
0.467016,-0.033184,0.529480,,,
0.468968,-0.034160,0.524600,,,
0.463600,-0.033184,0.524600,,,
0.463600,-0.036112,0.528992,,,
0.465552,-0.028304,0.532896,,,
0.467016,-0.030744,0.529968,,,
0.472872,-0.031232,0.535336,,,
0.475800,-0.021472,0.544608,,,
0.482632,-0.026352,0.552904,,,
0.484584,-0.025864,0.559736,,,
0.484096,-0.023912,0.567056,,,
0.487512,-0.024400,0.571936,,,
0.490440,-0.021960,0.579256,,,
0.494344,-0.023424,0.589016,,,
0.490440,-0.028304,0.587064,,,
0.481656,-0.021960,0.586576,,,
0.467992,-0.011712,0.583160,,,
0.470432,-0.009760,0.591944,,,
0.483608,-0.011712,0.593896,,,
0.490440,-0.021472,0.583160,,,
0.492880,-0.024400,0.593408,,,
0.496296,-0.018056,0.598288,,,
0.499712,-0.019520,0.591944,,,
0.497272,-0.018544,0.594384,,,
0.497760,-0.016592,0.592432,,,
0.497760,-0.017568,0.586576,,,
0.490440,-0.018544,0.583648,,,
0.490928,-0.020984,0.586088,,,
0.494832,-0.017568,0.581696,,,
0.490928,-0.019032,0.584624,,,
0.498248,-0.018056,0.588040,,,
0.498736,-0.017080,0.576816,,,
0.497760,-0.023912,0.578280,,,
0.499712,-0.026840,0.576328,,,
0.492880,-0.019520,0.571448,,,
0.495808,-0.020008,0.573888,,,
0.508008,-0.032696,0.581208,,,
0.513376,-0.036112,0.575840,,,
0.502640,-0.037088,0.564128,,,
0.495320,-0.033672,0.572424,,,
0.498736,-0.023424,0.580720,,,
0.492392,-0.027328,0.573888,,,
0.496296,-0.026352,0.573888,,,
0.504104,-0.028304,0.577304,,,
0.500200,-0.033672,0.570960,,,
0.494832,-0.034648,0.564128,,,
0.501664,-0.038064,0.574864,,,
0.513376,-0.035624,0.583648,,,
0.511912,-0.043432,0.581208,,,
0.506544,-0.044896,0.577792,,,
0.498736,-0.048312,0.573888,,,
0.490928,-0.044408,0.572424,,,
0.487024,-0.036112,0.564616,,,
0.488000,-0.042944,0.569496,,,
0.496784,-0.044896,0.574376,,,
0.499224,-0.046848,0.567056,,,
0.495320,-0.048800,0.568520,,,
0.500688,-0.046848,0.565104,,,
0.499224,-0.051240,0.567544,,,
0.493856,-0.053680,0.584136,,,
0.500200,-0.048312,0.577792,,,
0.493856,-0.046848,0.571448,,,
0.496296,-0.043432,0.578280,,,
0.498736,-0.044408,0.575840,,,
0.497760,-0.041480,0.574864,,,
0.509472,-0.038552,0.586088,,,
0.512400,-0.042456,0.586576,,,
0.513864,-0.040504,0.583648,,,
0.515816,-0.034648,0.587064,,,
0.516304,-0.031720,0.589992,,,
0.516304,-0.033184,0.594872,,,
0.513864,-0.035624,0.599264,,,
0.513376,-0.035624,0.599264,,,
0.517768,-0.033184,0.599264,,,
0.518256,-0.035136,0.591944,,,
0.516304,-0.034648,0.590480,,,
0.517768,-0.033672,0.595360,,,
0.521672,-0.033184,0.591944,,,
0.521672,-0.036600,0.595360,,,
0.521184,-0.038064,0.602192,,,
0.517768,-0.032696,0.601704,,,
0.510936,-0.029280,0.597312,,,
0.516304,-0.030744,0.604144,,,
0.520696,-0.035136,0.615368,,,
0.522160,-0.031720,0.610976,,,
0.519720,-0.031720,0.608536,,,
0.520208,-0.036112,0.620248,,,
0.527040,-0.035624,0.623664,,,
0.524112,-0.042456,0.620248,,,
0.522648,-0.046360,0.624152,,,
0.522648,-0.044896,0.630496,,,
0.516792,-0.047336,0.629032,,,
0.521184,-0.046848,0.630984,,,
0.523136,-0.046848,0.633912,,,
0.512888,-0.047336,0.640744,,,
0.515328,-0.050264,0.641720,,,
0.516304,-0.052216,0.633912,,,
0.514840,-0.052704,0.636352,,,
0.517280,-0.054656,0.640744,,,
